,Unnamed: 0,City,State,ZipCode,CountyName,ProviderNumber,HospitalName,HospitalOwner,Address1,PhoneNumber,HospitalType,EmergencyService
201,201,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
202,202,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
203,203,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
204,204,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
205,205,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
206,206,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
207,207,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
208,208,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
209,209,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
210,210,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
211,211,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
212,212,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
213,213,birmingham,al,35235,jefferson,x00xx,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acutx carx hospitals,yes
214,214,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
215,215,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
216,216,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
217,217,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058x8x122,acute care hospitals,yes
218,218,birmingham,al,35235,jefferson,10011,callahan eye foundation hospital,voluntary non-profit - private,50 medical park east drive,2058383122,acute care hospitals,yes
219,219,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
220,220,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
221,221,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
222,222,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
223,223,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
224,224,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
225,225,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
226,226,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
227,227,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
228,228,birmingham,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453x50,acute care hospitals,yes
229,229,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
230,230,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
231,231,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
232,232,fort payne,al,359x8,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
233,233,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
234,234,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
235,235,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
236,236,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
237,237,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
238,238,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
239,239,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
240,240,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
241,241,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
242,242,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
243,243,fort payne,al,35968,de kalb,10012,callahan eye foundation hospital,voluntary non-profit - church,200 med center drive,2568453150,acute care hospitals,yes
244,244,thomasville,al,36784,clarke,x00x5,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
245,245,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
246,246,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
247,247,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,xx46x66221,acute care hospitals,yes
248,248,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
249,249,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
250,250,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
251,251,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
252,252,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
253,253,thomasville,al,36784,clarke,1xx15,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
254,254,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
255,255,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
256,256,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
257,257,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
258,258,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
259,259,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
260,260,birmingham,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 hxghway 43,3346366221,acute care hospitals,yes
261,261,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,334x3xx221,acute care hospitals,yes
262,262,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
263,263,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
264,264,birmingham,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway x3,3346366221,acute care hospitals,yes
265,265,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
266,266,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acuxe care hospixals,yes
267,267,thomasville,al,x6784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
268,268,thomasville,al,36784,clarke,10015,callahan eye foundation hospital,voluntary non-profit - private,33700 highway 43,3346366221,acute care hospitals,yes
269,269,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
270,270,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
271,271,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
272,272,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
273,273,alabaster,al,35007,shelby,1xx16,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
274,274,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
275,275,birmingham,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 fixst stxeet noxth,2056208100,acute care hospitals,yes
276,276,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
277,277,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
278,278,birmingham,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
279,279,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
280,280,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acutexcarexhospitals,yes
281,281,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
282,282,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
283,283,alabaster,al,3x007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
284,284,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
285,285,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
286,286,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
287,287,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
288,288,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
289,289,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
290,290,alabaster,al,x5007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
291,291,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
292,292,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acute care hospitals,yes
293,293,alabaster,al,35007,shelby,10016,callahan eye foundation hospital,voluntary non-profit - church,1000 first street north,2056208100,acuxe care hospixals,yes
294,294,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
295,295,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 univxrsity blvd,2053258100,acute care hospitals,yes
296,296,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
297,297,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
298,298,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
299,299,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
300,300,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
301,301,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
302,302,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
303,303,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
304,304,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
305,305,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
306,306,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
307,307,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
308,308,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
309,309,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
310,310,birmingham,al,35233,jefferson,10018,callahan eye foundation hospital,voluntary non-profit - private,1720 university blvd,2053258100,acute care hospitals,yes
311,311,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
312,312,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
313,313,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
314,314,anniston,al,36201,calhoun,100x8,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
315,315,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
316,316,birmingham,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301xeastx18thxst,2562358900,acute care hospitals,yes
317,317,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
318,318,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
319,319,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
320,320,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
321,321,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,256235x900,acute care hospitals,yes
322,322,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
323,323,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
324,324,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
325,325,anniston,al,36x01,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
326,326,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
327,327,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
328,328,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
329,329,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
330,330,anniston,al,36201,calhoun,10038,callahan eye foundation hospital,voluntary non-profit - private,301 east 18th st,2562358900,acute care hospitals,yes
331,331,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
332,332,dothan,al,3x305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
333,333,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
334,334,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370xwestxmainxstreet,3347935000,acute care hospitals,yes
335,335,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
336,336,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
337,337,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
338,338,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
339,339,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
340,340,dothan,al,x6x05,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
341,341,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
342,342,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,xx479x5000,acute care hospitals,yes
343,343,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
344,344,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
345,345,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
346,346,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
347,347,dothan,al,36305,houston,10055,callahan eye foundation hospital,voluntary non-profit - private,4370 west main street,3347935000,acute care hospitals,yes
348,348,birmingham,al,35205,jefferson,10056,callahan eye foundation hospital,voluntary non-profit - other,810 st vincents drive,2059397000,acute care hospitals,yes
349,349,birmingham,al,35205,jefferson,10056,callahan eye foundation hospital,voluntary non-profit - other,810 st vincents drive,2059397000,acute care hospitals,yes
350,350,birmingham,al,35205,jefferson,10056,callahan eye foundation hospital,voluntary non-profit - other,810 st vxncents drxve,2059397000,acute care hospitals,yes
351,351,birmingham,al,35205,jefferson,10056,callahan eye foundation hospital,voluntary non-profit - other,810 st vincents drive,2059397000,acute care hospitals,yes
352,352,birmingham,al,35205,jefferson,10056,callahan eye foundation hospital,voluntary non-profit - other,810 st vincents drive,2059397000,acute care hospitals,yes
353,353,birmingham,al,35609,morgan,10085,callahan eye foundation hospital,voluntary non-profit - private,1201 7th street se,2563412000,acute care hospitals,yes
354,354,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
355,355,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
356,356,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
357,357,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
358,358,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
359,359,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
360,360,winfield,al,35594,marion,100x6,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
361,361,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
362,362,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
363,363,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530xuxsxhighwayx43,2054877736,acute care hospitals,yes
364,364,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
365,365,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
366,366,winfield,al,3xx94,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
367,367,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
368,368,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
369,369,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
370,370,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
371,371,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
372,372,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
373,373,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
374,374,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
375,375,winfield,al,3xx94,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
376,376,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
377,377,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
378,378,winfield,al,35594,marion,10086,callahan eye foundation hospital,voluntary non-profit - private,1530 u s highway 43,2054877736,acute care hospitals,yes
379,379,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
380,380,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
381,381,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,25x47x7xx0,acute care hospitals,yes
382,382,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
383,383,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
384,384,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,25x47x7xx0,acute care hospitals,yes
385,385,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
386,386,birmingham,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,25x47x7xx0,acute care hospitals,yes
387,387,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
388,388,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
389,389,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
390,390,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
391,391,mobile,al,36617,mobile,10087,callahan eye foundation hospital,voluntary non-profit - private,2451 fillingim street,2514717110,acute care hospitals,yes
392,392,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
393,393,birmingham,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124xsxmemorialxdr,33x361x267,acute care hospitals,yes
394,394,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
395,395,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
396,396,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
397,397,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
398,398,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
399,399,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
400,400,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
401,401,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
402,402,birmingham,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
403,403,prattville,al,36067,autauga,10108,callahan eye foundation hospital,voluntary non-profit - private,124 s memorial dr,3343614267,acute care hospitals,yes
