src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time,Label
weather,UA-2906-PHL-MCO,3:50 p.m.,null,6:23 p.m.,null,null
weather,UA-938-DEN-ORD,4:16 p.m.,null,7:35 p.m.,null,null
weather,AA-1221-MCO-ORD,8:00 p.m.,null,9:45 p.m.,null,null
weather,CO-16-LAX-EWR,10:25 a.m.,null,6:44 p.m.,null,null
weather,UA-2515-DFW-CLT,7:05 a.m.,null,10:31 a.m.,null,null
weather,AA-400-DFW-JFK,10:40 a.m.,11:02 a.m.,2:59 p.m.,2:52 p.m.,null
weather,UA-664-ORD-PHL,1:33 p.m.,null,4:31 p.m.,null,null
weather,AA-1522-SFO-ORD,11:55 p.m.,12:11 a.m.,5:50 a.m.,5:49 a.m.,null
weather,UA-233-LAX-JFK,4:25 p.m.,4:30 p.m.,12:29 a.m.,11:56 p.m.,null
weather,AA-3823-LAX-DEN,9:00 p.m.,null,12:15 a.m.,null,null
weather,AA-2312-DFW-DTW,8:25 p.m.,8:44 p.m.,11:50 p.m.,11:54 p.m.,null
weather,AA-1165-JFK-MIA,6:59 a.m.,7:23 a.m.,10:34 a.m.,9:56 a.m.,null
weather,AA-431-MIA-SFO,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:39 a.m.,null
weather,UA-257-JFK-SFO,2:30 p.m.,null,6:15 p.m.,null,null
weather,UA-3373-IAD-PHL,8:29 a.m.,null,9:24 a.m.,null,null
weather,AA-649-ORD-SNA,1:30 p.m.,null,3:50 p.m.,null,null
weather,CO-1250-MIA-IAH,2:53 p.m.,null,4:48 p.m.,null,null
weather,UA-6273-YYC-SFO,7:35 a.m.,null,9:43 a.m.,null,null
weather,UA-858-PVG-SFO,null,null,8:27 a.m.,null,2
weather,UA-2704-DTW-PHX,11:15 a.m.,null,1:40 p.m.,null,null
weather,AA-3063-SLC-LAX,8:20 p.m.,null,9:20 p.m.,null,null
weather,UA-2708-EWR-CLT,2:55 p.m.,null,4:53 p.m.,null,null
weather,UA-62-IAH-EWR,2:30 p.m.,null,7:03 p.m.,null,null
weather,AA-3804-PHL-ORD,2:35 p.m.,null,4:05 p.m.,null,null
weather,AA-1917-JFK-MCO,2:55 p.m.,null,5:55 p.m.,null,null
weather,AA-2268-PHX-ORD,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:04 a.m.,null
weather,UA-2314-ATL-PHL,2:55 p.m.,null,5:00 p.m.,null,null
weather,AA-4277-CVG-JFK,12:10 p.m.,null,2:15 p.m.,null,null
weather,AA-2957-DFW-CVG,7:55 a.m.,null,11:05 a.m.,null,null
weather,UA-37-EDI-EWR,9:05 a.m.,null,11:53 a.m.,null,null
weather,AA-789-ORD-DEN,1:05 p.m.,1:20 p.m.,2:35 p.m.,2:49 p.m.,null
weather,UA-854-SFO-IAH,7:53 a.m.,8:07 a.m.,1:39 p.m.,1:23 p.m.,null
weather,AA-415-BOS-ORD,8:35 a.m.,null,10:40 a.m.,null,null
weather,AA-85-JFK-SFO,3:05 p.m.,null,6:30 p.m.,null,null
weather,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,null,2
weather,CO-50-CLE-EWR,2:55 p.m.,null,4:49 p.m.,null,null
weather,UA-3099-PHX-PHL,11:55 a.m.,null,6:17 p.m.,null,null
weather,AA-4198-ORD-CLE,10:40 a.m.,null,12:55 p.m.,null,null
weather,AA-404-MIA-MCO,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:40 a.m.,null
weather,CO-45-EWR-MIA,4:00 p.m.,null,7:05 p.m.,null,null
weather,AA-3809-PHX-LAX,6:00 a.m.,null,6:40 a.m.,null,null
weather,AA-59-JFK-SFO,7:10 a.m.,7:40 a.m.,10:45 a.m.,10:49 a.m.,null
weather,AA-222-LAX-BOS,7:10 a.m.,null,3:30 p.m.,null,null
airtravelcenter,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,null,9:22 a.m.,2
airtravelcenter,CO-1586-IAH-MCO,7:00 p.m.,null,10:15 p.m.,null,null
airtravelcenter,AA-518-MIA-JFK,null,6:54 a.m.,null,9:14 a.m.,null
airtravelcenter,UA-397-JFK-SFO,null,8:48 a.m.,null,11:30 a.m.,null
airtravelcenter,UA-3925-IAD-ORF,null,9:00 a.m.,null,9:29 a.m.,null
airtravelcenter,AA-1733-ORD-PHX,null,7:59 p.m.,null,10:31 p.m.,null
airtravelcenter,UA-2830-MCO-CLT,null,3:50 p.m.,null,5:14 p.m.,null
airtravelcenter,CO-58-DEN-IAH,11:25 a.m.,null,2:50 p.m.,null,null
airtravelcenter,AA-1544-SAN-ORD,null,11:41 a.m.,null,4:54 p.m.,null
airtravelcenter,UA-5487-SFO-MRY,null,10:53 a.m.,null,11:11 a.m.,null
airtravelcenter,AA-204-LAX-MCO,11:25 p.m.,11:29 p.m.,null,12/2/11 6:35 a.m.,2
airtravelcenter,UA-414-LAX-SFO,null,6:10 a.m.,null,7:04 a.m.,null
airtravelcenter,CO-1614-LAX-IAH,12:30 a.m.,null,5:35 a.m.,null,null
airtravelcenter,UA-2726-FLL-PHL,4:00 p.m.,4:10 p.m.,null,6:25 p.m.,2
airtravelcenter,CO-52-IAH-LAX,7:35 a.m.,null,9:21 a.m.,null,null
airtravelcenter,CO-1090-BOS-IAH,9:45 a.m.,null,1:16 p.m.,null,null
airtravelcenter,AA-616-DFW-DTW,null,10:11 a.m.,null,1:11 p.m.,null
airtravelcenter,UA-3515-IAD-MSP,null,8:26 a.m.,null,9:56 a.m.,null
airtravelcenter,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:29 a.m.,2
airtravelcenter,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,null,7:37 p.m.,2
airtravelcenter,AA-1886-BOS-MIA,null,10:54 a.m.,null,1:36 p.m.,null
airtravelcenter,CO-62-IAH-EWR,2:30 p.m.,null,7:03 p.m.,null,null
airtravelcenter,CO-1561-PHX-IAH,8:05 a.m.,null,11:35 a.m.,null,null
airtravelcenter,UA-2314-ATL-PHL,null,3:04 p.m.,null,4:43 p.m.,null
airtravelcenter,AA-446-DFW-PHL,null,12:13 p.m.,null,4:08 p.m.,null
airtravelcenter,CO-1023-IAH-DEN,11:40 a.m.,null,1:17 p.m.,null,null
airtravelcenter,AA-466-IAH-MIA,null,6:09 a.m.,null,8:50 a.m.,null
airtravelcenter,UA-3050-PHX-CLT,null,11:45 a.m.,null,5:00 p.m.,null
airtravelcenter,CO-89-IAH-EWR,6:00 a.m.,null,10:20 a.m.,null,null
airtravelcenter,CO-1088-CLE-IAH,8:40 a.m.,null,10:54 a.m.,null,null
airtravelcenter,AA-1664-MIA-ATL,null,10:19 a.m.,null,11:50 a.m.,null
airtravelcenter,AA-1279-DFW-PHX,null,2:03 p.m.,null,3:13 p.m.,null
airtravelcenter,UA-854-SFO-IAH,null,8:07 a.m.,null,1:23 p.m.,null
airtravelcenter,UA-382-IAD-LAX,null,12:56 p.m.,null,3:09 p.m.,null
airtravelcenter,AA-4344-ORD-DTW,null,12:14 p.m.,null,1:55 p.m.,null
airtravelcenter,UA-257-JFK-SFO,null,2:43 p.m.,null,5:22 p.m.,null
airtravelcenter,UA-2945-PHL-CLT,12:00 p.m.,12:07 p.m.,null,1:11 p.m.,2
airtravelcenter,CO-63-EWR-IAH,5:25 p.m.,null,8:22 p.m.,null,null
airtravelcenter,CO-47-IAH-LAX,7:10 p.m.,null,8:56 p.m.,null,null
airtravelcenter,AA-2050-ORD-MIA,10:40 a.m.,11:06 a.m.,null,2:39 p.m.,2
airtravelcenter,UA-248-PHX-ORD,null,1:43 p.m.,null,5:24 p.m.,null
airtravelcenter,AA-4330-CVG-ORD,3:35 p.m.,null,4:00 p.m.,null,null
airtravelcenter,AA-1434-DFW-MCO,null,7:22 a.m.,null,10:34 a.m.,null
airtravelcenter,AA-1640-MIA-MCO,null,6:47 p.m.,null,7:25 p.m.,null
airtravelcenter,AA-4307-ORD-DTW,null,6:56 p.m.,null,8:38 p.m.,null
airtravelcenter,AA-3-JFK-LAX,12:00 p.m.,12:12 p.m.,null,3:04 p.m.,2
airtravelcenter,CO-1694-LAX-IAH,7:15 p.m.,null,12/2/11 12:21 a.m.,null,null
airtravelcenter,UA-843-LAX-ORD,null,2:04 p.m.,null,7:20 p.m.,null
airtravelcenter,CO-1193-EWR-MCO,9:15 a.m.,null,12:18 p.m.,null,null
airtravelcenter,AA-3842-MSP-ORD,null,6:57 a.m.,null,7:49 a.m.,null
airtravelcenter,AA-643-MIA-ORD,7:10 a.m.,7:31 a.m.,null,9:26 a.m.,2
airtravelcenter,AA-1007-MIA-PHX,null,5:09 p.m.,null,7:43 p.m.,null
airtravelcenter,AA-2525-DFW-MIA,null,7:39 a.m.,null,10:43 a.m.,null
airtravelcenter,UA-2906-PHL-MCO,3:50 p.m.,4:44 p.m.,null,6:28 p.m.,2
airtravelcenter,UA-938-DEN-ORD,null,4:37 p.m.,null,7:23 p.m.,null
airtravelcenter,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,null,9:47 p.m.,2
airtravelcenter,CO-16-LAX-EWR,10:25 a.m.,null,6:44 p.m.,null,null
airtravelcenter,UA-2515-DFW-CLT,null,7:30 a.m.,null,10:43 a.m.,null
airtravelcenter,AA-400-DFW-JFK,null,11:02 a.m.,null,2:58 p.m.,null
airtravelcenter,UA-664-ORD-PHL,1:33 p.m.,1:48 p.m.,null,4:20 p.m.,2
airtravelcenter,AA-3756-ORD-SLC,null,12:42 p.m.,null,2:50 p.m.,null
airtravelcenter,UA-37-EWR-MCO,1:29 p.m.,null,4:17 p.m.,null,null
airtravelcenter,AA-1522-SFO-ORD,null,12:11 a.m.,null,5:52 a.m.,null
airtravelcenter,UA-233-LAX-JFK,null,4:28 p.m.,null,12/2/11 12:01 a.m.,null
airtravelcenter,AA-3823-LAX-DEN,null,9:06 p.m.,null,11:49 p.m.,null
airtravelcenter,AA-2312-DFW-DTW,8:25 p.m.,8:29 p.m.,null,11:35 p.m.,2
airtravelcenter,AA-1165-JFK-MIA,null,7:23 a.m.,null,9:45 a.m.,null
airtravelcenter,AA-431-MIA-SFO,null,8:52 a.m.,null,11:33 a.m.,null
airtravelcenter,UA-3373-IAD-PHL,null,8:37 a.m.,null,9:13 a.m.,null
airtravelcenter,AA-649-ORD-SNA,1:30 p.m.,1:41 p.m.,null,3:29 p.m.,2
airtravelcenter,CO-1250-MIA-IAH,2:53 p.m.,null,4:48 p.m.,null,null
airtravelcenter,UA-6273-YYC-SFO,null,7:41 a.m.,null,8:33 a.m.,null
airtravelcenter,UA-828-SFO-ORD,11:08 p.m.,null,12/2/11 5:11 a.m.,null,null
airtravelcenter,CO-4888-IAH-DAL,null,5:38 p.m.,null,6:19 p.m.,null
airtravelcenter,UA-858-PVG-SFO,null,1:50 p.m. (+8:00),null,7:50 a.m.,null
airtravelcenter,UA-2704-DTW-PHX,null,11:47 a.m.,null,1:52 p.m.,null
airtravelcenter,AA-3063-SLC-LAX,null,8:40 p.m.,null,9:12 p.m.,null
airtravelcenter,UA-2708-EWR-CLT,null,3:04 p.m.,null,4:22 p.m.,null
airtravelcenter,UA-62-IAH-EWR,2:30 p.m.,null,7:03 p.m.,null,null
airtravelcenter,UA-1500-IAH-GUA,8:55 a.m.,null,11:45 a.m.,null,null
airtravelcenter,AA-3804-PHL-ORD,null,2:44 p.m.,null,3:36 p.m.,null
airtravelcenter,AA-1917-JFK-MCO,null,3:28 p.m.,null,5:39 p.m.,null
airtravelcenter,AA-2268-PHX-ORD,null,7:22 a.m.,null,11:04 a.m.,null
airtravelcenter,AA-4277-CVG-JFK,12:10 p.m.,12:11 p.m.,null,1:42 p.m.,2
airtravelcenter,AA-2957-DFW-CVG,null,8:04 a.m.,null,10:58 a.m.,null
airtravelcenter,UA-37-EDI-EWR,9:05 a.m. (-00:00),null,11:53 a.m.,null,null
airtravelcenter,AA-789-ORD-DEN,null,1:20 p.m.,null,2:49 p.m.,null
airtravelcenter,AA-415-BOS-ORD,null,8:55 a.m.,null,10:12 a.m.,null
airtravelcenter,AA-85-JFK-SFO,null,3:38 p.m.,null,6:30 p.m.,null
airtravelcenter,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,null,7:59 a.m.,2
airtravelcenter,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,null,6:11 p.m.,2
airtravelcenter,AA-271-MIA-LAX,null,11:52 a.m.,null,2:21 p.m.,null
airtravelcenter,CO-50-CLE-EWR,2:55 p.m.,null,4:49 p.m.,null,null
airtravelcenter,UA-3099-PHX-PHL,null,11:55 a.m.,null,5:34 p.m.,null
airtravelcenter,AA-4198-ORD-CLE,10:40 a.m.,10:55 a.m.,null,12:37 p.m.,2
airtravelcenter,AA-404-MIA-MCO,null,6:58 a.m.,null,7:37 a.m.,null
airtravelcenter,CO-45-EWR-MIA,4:00 p.m.,null,7:05 p.m.,null,null
airtravelcenter,AA-3809-PHX-LAX,null,6:11 a.m.,null,6:15 a.m.,null
airtravelcenter,AA-59-JFK-SFO,7:10 a.m.,7:40 a.m.,null,10:52 a.m.,2
airtravelcenter,AA-222-LAX-BOS,null,7:32 a.m.,null,3:12 p.m.,null
flightview,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.,null
flightview,CO-1586-IAH-MCO,null,7:42 p.m.,null,10:29 p.m.,null
flightview,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.,null
flightview,UA-397-JFK-SFO,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.,null
flightview,UA-3925-IAD-ORF,null,9:01 a.m.,null,9:43 a.m.,null
flightview,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,null,null
flightview,AA-3-JFK-LAX,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.,null
flightview,UA-2830-MCO-CLT,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.,null
flightview,CO-58-DEN-IAH,null,12:37 p.m.,null,3:31 p.m.,null
flightview,UA-5487-SFO-MRY,null,10:53 a.m.,null,11:21 a.m.,null
flightview,AA-204-LAX-MCO,11:25 p.m.,null,6:55 a.m. Dec 02,null,null
flightview,UA-414-LAX-SFO,null,6:10 a.m.,null,7:17 a.m.,null
flightview,CO-1614-LAX-IAH,null,12:58 a.m.,null,5:26 a.m.,null
flightview,UA-2726-FLL-PHL,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.,null
flightview,CO-52-IAH-LAX,null,7:56 a.m.,null,9:09 a.m.,null
flightview,CO-1090-BOS-IAH,null,10:35 a.m.,null,1:19 p.m.,null
flightview,AA-616-DFW-DTW,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.,null
flightview,UA-3515-IAD-MSP,null,8:26 a.m.,null,9:56 a.m.,null
flightview,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.,null
flightview,AA-484-DFW-MIA,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.,null
flightview,AA-1886-BOS-MIA,null,10:55 a.m.,null,1:40 p.m.,null
flightview,CO-62-IAH-EWR,null,2:59 p.m.,null,7:10 p.m.,null
flightview,CO-1561-PHX-IAH,null,8:18 a.m.,null,11:32 a.m.,null
flightview,UA-2314-ATL-PHL,null,3:04 p.m.,null,5:00 p.m.,null
flightview,AA-446-DFW-PHL,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.,null
flightview,CO-1023-IAH-DEN,null,12:06 p.m.,null,1:14 p.m.,null
flightview,AA-466-IAH-MIA,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.,null
flightview,UA-3050-PHX-CLT,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.,null
flightview,CO-89-IAH-EWR,null,6:17 a.m.,null,10:27 a.m.,null
flightview,CO-1088-CLE-IAH,null,9:01 a.m.,null,10:56 a.m.,null
flightview,AA-1664-MIA-ATL,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.,null
flightview,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.,null
flightview,UA-854-SFO-IAH,null,8:07 a.m.,null,1:30 p.m.,null
flightview,UA-382-IAD-LAX,null,12:56 p.m.,null,3:21 p.m.,null
flightview,AA-4344-ORD-DTW,null,12:14 p.m.,null,2:01 p.m.,null
flightview,UA-257-JFK-SFO,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.,null
flightview,UA-2945-PHL-CLT,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.,null
flightview,CO-63-EWR-IAH,null,5:38 p.m.,null,8:03 p.m.,null
flightview,CO-47-IAH-LAX,null,8:36 p.m.,null,9:38 p.m.,null
flightview,AA-2050-ORD-MIA,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.,null
flightview,UA-248-PHX-ORD,null,1:43 p.m.,null,5:34 p.m.,null
flightview,AA-4330-CVG-ORD,null,3:36 p.m.,null,3:25 p.m.,null
flightview,AA-1434-DFW-MCO,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.,null
flightview,AA-1640-MIA-MCO,6:30 p.m.,null,7:25 p.m.,null,null
flightview,AA-4307-ORD-DTW,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.,null
flightview,CO-1694-LAX-IAH,7:15 p.m.,null,12:21 a.m. Dec 02,null,null
flightview,UA-843-LAX-ORD,null,2:38 p.m.,null,7:58 p.m.,null
flightview,CO-1193-EWR-MCO,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.,null
flightview,AA-3842-MSP-ORD,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.,null
flightview,AA-643-MIA-ORD,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.,null
flightview,AA-1007-MIA-PHX,null,5:09 p.m.,null,7:53 p.m.,null
flightview,UA-2906-PHL-MCO,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.,null
flightview,UA-938-DEN-ORD,null,4:37 p.m.,null,7:36 p.m.,null
flightview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.,null
flightview,CO-16-LAX-EWR,null,10:37 a.m.,null,6:34 p.m.,null
flightview,UA-2515-DFW-CLT,null,7:31 a.m.,null,10:45 a.m.,null
flightview,AA-400-DFW-JFK,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.,null
flightview,UA-664-ORD-PHL,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.,null
flightview,AA-3756-ORD-SLC,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.,null
flightview,UA-37-EWR-MCO,null,2:01 p.m.,null,4:17 p.m.,null
flightview,AA-1522-SFO-ORD,11:55 p.m.,null,5:50 a.m. Dec 02,null,null
flightview,UA-233-LAX-JFK,4:25 p.m.,null,12:29 a.m. Dec 02,null,null
flightview,AA-3823-LAX-DEN,9:00 p.m.,null,12:15 a.m. Dec 02,null,null
flightview,AA-2312-DFW-DTW,8:25 p.m.,null,11:50 p.m.,null,null
flightview,AA-1165-JFK-MIA,6:59 a.m.,7:23 a.m.,10:34 a.m.,10:04 a.m.,null
flightview,AA-431-MIA-SFO,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:44 a.m.,null
flightview,UA-3373-IAD-PHL,null,8:37 a.m.,null,9:13 a.m.,null
flightview,AA-649-ORD-SNA,1:30 p.m.,null,3:50 p.m.,null,null
flightview,CO-1250-MIA-IAH,null,3:17 p.m.,null,4:59 p.m.,null
flightview,UA-6273-YYC-SFO,null,7:41 a.m.,null,8:45 a.m.,null
flightview,UA-828-SFO-ORD,11:08 p.m.,null,5:11 a.m.Dec 02,null,null
flightview,CO-4888-IAH-DAL,5:30 p.m.,null,6:40 p.m.,null,null
flightview,UA-858-PVG-SFO,null,1:45 p.m.,null,8:02 a.m.,null
flightview,UA-2704-DTW-PHX,null,11:47 a.m.,null,2:02 p.m.,null
flightview,AA-3063-SLC-LAX,null,8:40 p.m.,null,9:11 p.m.,null
flightview,UA-2708-EWR-CLT,null,3:04 p.m.,null,4:24 p.m.,null
flightview,UA-62-IAH-EWR,null,2:59 p.m.,null,7:10 p.m.,null
flightview,UA-1500-IAH-GUA,null,9:43 a.m.,null,12:12 p.m.,null
flightview,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:36 p.m.,null
flightview,AA-1917-JFK-MCO,2:55 p.m.,3:28 p.m.,5:55 p.m.,5:34 p.m.,null
flightview,AA-2268-PHX-ORD,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:07 a.m.,null
flightview,AA-4277-CVG-JFK,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:43 p.m.,null
flightview,AA-2957-DFW-CVG,7:55 a.m.,8:05 a.m.,11:05 a.m.,11:00 a.m.,null
flightview,UA-37-EDI-EWR,null,9:05 a.m.,null,12:09 p.m.,null
flightview,AA-789-ORD-DEN,1:05 p.m.,1:20 p.m.,2:35 p.m.,3:01 p.m.,null
flightview,AA-415-BOS-ORD,null,8:56 a.m.,null,10:10 a.m.,null
flightview,AA-85-JFK-SFO,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:43 p.m.,null
flightview,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,7:57 a.m.,null
flightview,AA-1544-SAN-ORD,null,11:41 a.m.,null,4:56 p.m.,null
flightview,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:09 p.m.,null
flightview,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.,null
flightview,AA-2525-DFW-MIA,7:25 a.m.,7:40 a.m.,11:10 a.m.,11:06 a.m.,null
flightview,CO-50-CLE-EWR,null,4:02 p.m.,null,5:26 p.m.,null
flightview,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.,null
flightview,AA-4198-ORD-CLE,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.,null
flightview,AA-404-MIA-MCO,6:45 a.m.,6:58 a.m.,7:45 a.m.,7:32 a.m.,null
flightview,CO-45-EWR-MIA,4:00 p.m.,4:15 p.m.,7:05 p.m.,6:36 p.m.,null
flightview,AA-3809-PHX-LAX,6:00 a.m.,6:11 a.m.,6:40 a.m.,6:19 a.m.,null
flightview,AA-59-JFK-SFO,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:12 a.m.,null
flightview,AA-222-LAX-BOS,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:14 p.m.,null
flightstats,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.,null
flightstats,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.,null
flightstats,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.,null
flightstats,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.,null
flightstats,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.,null
flightstats,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m. (Estimated),null
flightstats,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.,null
flightstats,AA-1640-MIA-MCO,6:30 p.m.,6:47 p.m. (Estimated runway),7:25 p.m.,7:25 p.m. (Estimated runway),null
flightstats,UA-2830-MCO-CLT,3:27 p.m.,3:28 p.m.,5:05 p.m.,5:17 p.m.,null
flightstats,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.,null
flightstats,AA-204-LAX-MCO,11:25 p.m.,11:29 p.m. (Estimated runway),6:55 a.m.,6:35 a.m. (Estimated runway),null
flightstats,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.,null
flightstats,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.,null
flightstats,UA-2726-FLL-PHL,4:00 p.m.,3:58 p.m.,6:46 p.m.,6:28 p.m.,null
flightstats,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.,null
flightstats,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.,null
flightstats,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.,null
flightstats,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.,null
flightstats,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.,null
flightstats,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.,null
flightstats,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.,null
flightstats,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.,null
flightstats,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.,null
flightstats,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.,null
flightstats,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.,null
flightstats,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.,null
flightstats,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.,null
flightstats,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.,null
flightstats,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.,null
flightstats,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.,null
flightstats,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.,null
flightstats,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:20 p.m. (runway),null
flightstats,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.,null
flightstats,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.,null
flightstats,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.,null
flightstats,UA-2945-PHL-CLT,12:00 p.m.,11:51 a.m.,1:45 p.m.,1:15 p.m.,null
flightstats,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m. (Estimated),null
flightstats,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.,null
flightstats,AA-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.,null
flightstats,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.,null
flightstats,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.,null
flightstats,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.,null
flightstats,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.,null
