,tid,attribute,correct_val
2640,440,src,flightview
2641,440,flight,UA-397-JFK-SFO
2642,440,sched_dep_time,8:00 a.m.
2643,440,act_dep_time,8:29 a.m.
2644,440,sched_arr_time,11:55 a.m.
2645,440,act_arr_time,11:58 a.m.
2646,441,src,flightview
2647,441,flight,UA-3925-IAD-ORF
2648,441,sched_dep_time,8:41 a.m.
2649,441,act_dep_time,8:42 a.m.
2650,441,sched_arr_time,9:54 a.m.
2651,441,act_arr_time,9:43 a.m.
2652,442,src,flightview
2653,442,flight,AA-1733-ORD-PHX
2654,442,sched_dep_time,7:45 p.m.
2655,442,act_dep_time,7:58 p.m.
2656,442,sched_arr_time,10:30 p.m.
2657,442,act_arr_time,10:30 p.m.
2658,443,src,flightview
2659,443,flight,AA-3-JFK-LAX
2660,443,sched_dep_time,12:00 p.m.
2661,443,act_dep_time,12:11 p.m.
2662,443,sched_arr_time,3:15 p.m.
2663,443,act_arr_time,3:16 p.m.
2664,444,src,flightview
2665,444,flight,UA-2830-MCO-CLT
2666,444,sched_dep_time,3:27 p.m.
2667,444,act_dep_time,3:27 p.m.
2668,444,sched_arr_time,5:05 p.m.
2669,444,act_arr_time,5:17 p.m.
2670,445,src,flightview
2671,445,flight,CO-58-DEN-IAH
2672,445,sched_dep_time,11:25 a.m.
2673,445,act_dep_time,11:32 a.m.
2674,445,sched_arr_time,2:50 p.m.
2675,445,act_arr_time,3:31 p.m.
2676,446,src,flightview
2677,446,flight,UA-5487-SFO-MRY
2678,446,sched_dep_time,10:39 a.m.
2679,446,act_dep_time,10:33 a.m.
2680,446,sched_arr_time,11:19 a.m.
2681,446,act_arr_time,11:21 a.m.
2682,447,src,flightview
2683,447,flight,AA-204-LAX-MCO
2684,447,sched_dep_time,11:25 p.m.
2685,447,act_dep_time,11:25 p.m.
2686,447,sched_arr_time,6:55 a.m.
2687,447,act_arr_time,6:55 a.m.
2688,448,src,flightview
2689,448,flight,UA-414-LAX-SFO
2690,448,sched_dep_time,6:00 a.m.
2691,448,act_dep_time,5:56 a.m.
2692,448,sched_arr_time,7:23 a.m.
2693,448,act_arr_time,7:17 a.m.
2694,449,src,flightview
2695,449,flight,CO-1614-LAX-IAH
2696,449,sched_dep_time,12:30 a.m.
2697,449,act_dep_time,12:41 a.m.
2698,449,sched_arr_time,5:35 a.m.
2699,449,act_arr_time,5:26 a.m.
2700,450,src,flightview
2701,450,flight,UA-2726-FLL-PHL
2702,450,sched_dep_time,4:00 p.m.
2703,450,act_dep_time,4:00 p.m.
2704,450,sched_arr_time,6:46 p.m.
2705,450,act_arr_time,6:28 p.m.
2706,451,src,flightview
2707,451,flight,CO-52-IAH-LAX
2708,451,sched_dep_time,7:35 a.m.
2709,451,act_dep_time,7:29 a.m.
2710,451,sched_arr_time,9:21 a.m.
2711,451,act_arr_time,9:14 a.m.
2712,452,src,flightview
2713,452,flight,CO-1090-BOS-IAH
2714,452,sched_dep_time,9:45 a.m.
2715,452,act_dep_time,10:19 a.m.
2716,452,sched_arr_time,1:16 p.m.
2717,452,act_arr_time,1:19 p.m.
2718,453,src,flightview
2719,453,flight,AA-616-DFW-DTW
2720,453,sched_dep_time,9:05 a.m.
2721,453,act_dep_time,10:10 a.m.
2722,453,sched_arr_time,12:35 p.m.
2723,453,act_arr_time,1:27 p.m.
2724,454,src,flightview
2725,454,flight,UA-3515-IAD-MSP
2726,454,sched_dep_time,8:15 a.m.
2727,454,act_dep_time,8:12 a.m.
2728,454,sched_arr_time,10:06 a.m.
2729,454,act_arr_time,9:56 a.m.
2730,455,src,flightview
2731,455,flight,AA-3468-CVG-MIA
2732,455,sched_dep_time,7:00 a.m.
2733,455,act_dep_time,7:25 a.m.
2734,455,sched_arr_time,9:55 a.m.
2735,455,act_arr_time,9:45 a.m.
2736,456,src,flightview
2737,456,flight,AA-484-DFW-MIA
2738,456,sched_dep_time,4:15 p.m.
2739,456,act_dep_time,4:29 p.m.
2740,456,sched_arr_time,7:55 p.m.
2741,456,act_arr_time,7:39 p.m.
2742,457,src,flightview
2743,457,flight,AA-1886-BOS-MIA
2744,457,sched_dep_time,10:45 a.m.
2745,457,act_dep_time,10:55 a.m.
2746,457,sched_arr_time,2:20 p.m.
2747,457,act_arr_time,1:40 p.m.
2748,458,src,flightview
2749,458,flight,CO-62-IAH-EWR
2750,458,sched_dep_time,2:30 p.m.
2751,458,act_dep_time,2:48 p.m.
2752,458,sched_arr_time,7:03 p.m.
2753,458,act_arr_time,7:10 p.m.
2754,459,src,flightview
2755,459,flight,CO-1561-PHX-IAH
2756,459,sched_dep_time,8:05 a.m.
2757,459,act_dep_time,8:00 a.m.
2758,459,sched_arr_time,11:35 a.m.
2759,459,act_arr_time,11:32 a.m.
2760,460,src,flightview
2761,460,flight,UA-2314-ATL-PHL
2762,460,sched_dep_time,2:55 p.m.
2763,460,act_dep_time,2:55 p.m.
2764,460,sched_arr_time,5:00 p.m.
2765,460,act_arr_time,4:47 p.m.
2766,461,src,flightview
2767,461,flight,AA-446-DFW-PHL
2768,461,sched_dep_time,11:50 a.m.
2769,461,act_dep_time,12:12 p.m.
2770,461,sched_arr_time,3:50 p.m.
2771,461,act_arr_time,4:09 p.m.
2772,462,src,flightview
2773,462,flight,CO-1023-IAH-DEN
2774,462,sched_dep_time,11:40 a.m.
2775,462,act_dep_time,11:56 a.m.
2776,462,sched_arr_time,1:17 p.m.
2777,462,act_arr_time,1:14 p.m.
2778,463,src,flightview
2779,463,flight,AA-466-IAH-MIA
2780,463,sched_dep_time,6:00 a.m.
2781,463,act_dep_time,6:08 a.m.
2782,463,sched_arr_time,9:20 a.m.
2783,463,act_arr_time,9:05 a.m.
2784,464,src,flightview
2785,464,flight,UA-3050-PHX-CLT
2786,464,sched_dep_time,11:05 a.m.
2787,464,act_dep_time,11:30 a.m.
2788,464,sched_arr_time,4:57 p.m.
2789,464,act_arr_time,5:05 p.m.
2790,465,src,flightview
2791,465,flight,CO-89-IAH-EWR
2792,465,sched_dep_time,6:00 a.m.
2793,465,act_dep_time,6:02 a.m.
2794,465,sched_arr_time,10:20 a.m.
2795,465,act_arr_time,10:27 a.m.
2796,466,src,flightview
2797,466,flight,CO-1088-CLE-IAH
2798,466,sched_dep_time,8:40 a.m.
2799,466,act_dep_time,8:40 a.m.
2800,466,sched_arr_time,10:54 a.m.
2801,466,act_arr_time,10:56 a.m.
2802,467,src,flightview
2803,467,flight,AA-1664-MIA-ATL
2804,467,sched_dep_time,10:15 a.m.
2805,467,act_dep_time,10:18 a.m.
2806,467,sched_arr_time,12:10 p.m.
2807,467,act_arr_time,11:56 a.m.
2808,468,src,flightview
2809,468,flight,AA-1279-DFW-PHX
2810,468,sched_dep_time,1:00 p.m.
2811,468,act_dep_time,2:04 p.m.
2812,468,sched_arr_time,2:35 p.m.
2813,468,act_arr_time,3:30 p.m.
2814,469,src,flightview
2815,469,flight,UA-854-SFO-IAH
2816,469,sched_dep_time,7:53 a.m.
2817,469,act_dep_time,7:49 a.m.
2818,469,sched_arr_time,1:39 p.m.
2819,469,act_arr_time,1:30 p.m.
2820,470,src,flightview
2821,470,flight,UA-382-IAD-LAX
2822,470,sched_dep_time,12:30 p.m.
2823,470,act_dep_time,12:35 p.m.
2824,470,sched_arr_time,3:19 p.m.
2825,470,act_arr_time,3:21 p.m.
2826,471,src,flightview
2827,471,flight,AA-4344-ORD-DTW
2828,471,sched_dep_time,11:45 a.m.
2829,471,act_dep_time,12:13 p.m.
2830,471,sched_arr_time,2:00 p.m.
2831,471,act_arr_time,2:10 p.m.
2832,472,src,flightview
2833,472,flight,UA-257-JFK-SFO
2834,472,sched_dep_time,2:30 p.m.
2835,472,act_dep_time,2:26 p.m.
2836,472,sched_arr_time,6:15 p.m.
2837,472,act_arr_time,5:42 p.m.
2838,473,src,flightview
2839,473,flight,UA-2945-PHL-CLT
2840,473,sched_dep_time,12:00 a.m.
2841,473,act_dep_time,3:11 a.m.
2842,473,sched_arr_time,1:45 p.m.
2843,473,act_arr_time,1:15 p.m.
2844,474,src,flightview
2845,474,flight,CO-63-EWR-IAH
2846,474,sched_dep_time,5:25 p.m.
2847,474,act_dep_time,5:22 p.m.
2848,474,sched_arr_time,8:22 p.m.
2849,474,act_arr_time,8:03 p.m.
2850,475,src,flightview
2851,475,flight,CO-47-IAH-LAX
2852,475,sched_dep_time,7:10 p.m.
2853,475,act_dep_time,8:25 p.m.
2854,475,sched_arr_time,8:56 p.m.
2855,475,act_arr_time,9:52 p.m.
2856,476,src,flightview
2857,476,flight,AA-2050-ORD-MIA
2858,476,sched_dep_time,10:40 a.m.
2859,476,act_dep_time,11:05 a.m.
2860,476,sched_arr_time,2:45 p.m.
2861,476,act_arr_time,2:46 p.m.
2862,477,src,flightview
2863,477,flight,UA-248-PHX-ORD
2864,477,sched_dep_time,12:57 p.m.
2865,477,act_dep_time,1:32 p.m.
2866,477,sched_arr_time,5:15 p.m.
2867,477,act_arr_time,5:34 p.m.
2868,478,src,flightview
2869,478,flight,AA-4330-CVG-ORD
2870,478,sched_dep_time,3:35 p.m.
2871,478,act_dep_time,3:36 p.m.
2872,478,sched_arr_time,4:00 p.m.
2873,478,act_arr_time,3:33 p.m.
2874,479,src,flightview
2875,479,flight,AA-1434-DFW-MCO
2876,479,sched_dep_time,7:15 a.m.
2877,479,act_dep_time,7:21 a.m.
2878,479,sched_arr_time,10:35 a.m.
2879,479,act_arr_time,10:36 a.m.
2880,480,src,flightview
2881,480,flight,AA-1640-MIA-MCO
2882,480,sched_dep_time,6:30 p.m.
2883,480,act_dep_time,6:30 p.m.
2884,480,sched_arr_time,7:25 p.m.
2885,480,act_arr_time,7:25 p.m.
2886,481,src,flightview
2887,481,flight,AA-4307-ORD-DTW
2888,481,sched_dep_time,6:45 p.m.
2889,481,act_dep_time,6:55 p.m.
2890,481,sched_arr_time,9:10 p.m.
2891,481,act_arr_time,8:53 p.m.
2892,482,src,flightview
2893,482,flight,CO-1694-LAX-IAH
2894,482,sched_dep_time,7:15 p.m.
2895,482,act_dep_time,7:15 p.m.
2896,482,sched_arr_time,12:21 a.m.
2897,482,act_arr_time,12:21 a.m.
2898,483,src,flightview
2899,483,flight,UA-843-LAX-ORD
2900,483,sched_dep_time,1:55 p.m.
2901,483,act_dep_time,2:10 p.m.
2902,483,sched_arr_time,7:53 p.m.
2903,483,act_arr_time,7:58 p.m.
2904,484,src,flightview
2905,484,flight,CO-1193-EWR-MCO
2906,484,sched_dep_time,9:15 a.m.
2907,484,act_dep_time,9:14 a.m.
2908,484,sched_arr_time,12:18 p.m.
2909,484,act_arr_time,12:09 p.m.
2910,485,src,flightview
2911,485,flight,AA-3842-MSP-ORD
2912,485,sched_dep_time,6:00 a.m.
2913,485,act_dep_time,6:56 a.m.
2914,485,sched_arr_time,7:30 a.m.
2915,485,act_arr_time,7:51 a.m.
2916,486,src,flightview
2917,486,flight,AA-643-MIA-ORD
2918,486,sched_dep_time,7:10 a.m.
2919,486,act_dep_time,7:30 a.m.
2920,486,sched_arr_time,9:35 a.m.
2921,486,act_arr_time,9:31 a.m.
2922,487,src,flightview
2923,487,flight,AA-1007-MIA-PHX
2924,487,sched_dep_time,4:55 p.m.
2925,487,act_dep_time,5:08 p.m.
2926,487,sched_arr_time,8:05 p.m.
2927,487,act_arr_time,7:55 p.m.
2928,488,src,flightview
2929,488,flight,UA-2906-PHL-MCO
2930,488,sched_dep_time,3:50 p.m.
2931,488,act_dep_time,4:28 p.m.
2932,488,sched_arr_time,6:23 p.m.
2933,488,act_arr_time,6:38 p.m.
2934,489,src,flightview
2935,489,flight,UA-938-DEN-ORD
2936,489,sched_dep_time,4:16 p.m.
2937,489,act_dep_time,4:15 p.m.
2938,489,sched_arr_time,7:35 p.m.
2939,489,act_arr_time,7:36 p.m.
2940,490,src,flightview
2941,490,flight,AA-1221-MCO-ORD
2942,490,sched_dep_time,8:00 p.m.
2943,490,act_dep_time,8:23 p.m.
2944,490,sched_arr_time,9:45 p.m.
2945,490,act_arr_time,9:53 p.m.
2946,491,src,flightview
2947,491,flight,CO-16-LAX-EWR
2948,491,sched_dep_time,10:25 a.m.
2949,491,act_dep_time,10:20 a.m.
2950,491,sched_arr_time,6:44 p.m.
2951,491,act_arr_time,6:34 p.m.
2952,492,src,flightview
2953,492,flight,UA-2515-DFW-CLT
2954,492,sched_dep_time,7:05 a.m.
2955,492,act_dep_time,7:05 a.m.
2956,492,sched_arr_time,10:31 a.m.
2957,492,act_arr_time,10:47 a.m.
2958,493,src,flightview
2959,493,flight,AA-400-DFW-JFK
2960,493,sched_dep_time,10:40 a.m.
2961,493,act_dep_time,11:01 a.m.
2962,493,sched_arr_time,2:59 p.m.
2963,493,act_arr_time,3:04 p.m.
2964,494,src,flightview
2965,494,flight,UA-664-ORD-PHL
2966,494,sched_dep_time,1:33 p.m.
2967,494,act_dep_time,1:31 p.m.
2968,494,sched_arr_time,4:31 p.m.
2969,494,act_arr_time,4:23 p.m.
2970,495,src,flightview
2971,495,flight,AA-3756-ORD-SLC
2972,495,sched_dep_time,12:15 p.m.
2973,495,act_dep_time,12:41 p.m.
2974,495,sched_arr_time,2:45 p.m.
2975,495,act_arr_time,2:50 p.m.
2976,496,src,flightview
2977,496,flight,UA-37-EWR-MCO
2978,496,sched_dep_time,1:29 p.m.
2979,496,act_dep_time,1:48 p.m.
2980,496,sched_arr_time,4:17 p.m.
2981,496,act_arr_time,4:17 p.m.
2982,497,src,flightview
2983,497,flight,AA-1522-SFO-ORD
2984,497,sched_dep_time,11:55 p.m.
2985,497,act_dep_time,11:55 p.m.
2986,497,sched_arr_time,5:50 a.m.
2987,497,act_arr_time,5:50 a.m.
2988,498,src,flightview
2989,498,flight,UA-233-LAX-JFK
2990,498,sched_dep_time,4:25 p.m.
2991,498,act_dep_time,4:25 p.m.
2992,498,sched_arr_time,12:29 a.m.
2993,498,act_arr_time,12:29 a.m.
2994,499,src,flightview
2995,499,flight,AA-3823-LAX-DEN
2996,499,sched_dep_time,9:00 p.m.
2997,499,act_dep_time,9:00 p.m.
2998,499,sched_arr_time,12:15 a.m.
2999,499,act_arr_time,12:15 a.m.
3000,500,src,flightview
3001,500,flight,AA-2312-DFW-DTW
3002,500,sched_dep_time,8:25 p.m.
3003,500,act_dep_time,8:25 p.m.
3004,500,sched_arr_time,11:50 p.m.
3005,500,act_arr_time,11:50 p.m.
3006,501,src,flightview
3007,501,flight,AA-1165-JFK-MIA
3008,501,sched_dep_time,6:59 a.m.
3009,501,act_dep_time,7:22 a.m.
3010,501,sched_arr_time,10:34 a.m.
3011,501,act_arr_time,10:04 a.m.
3012,502,src,flightview
3013,502,flight,AA-431-MIA-SFO
3014,502,sched_dep_time,8:35 a.m.
3015,502,act_dep_time,8:51 a.m.
3016,502,sched_arr_time,11:50 a.m.
3017,502,act_arr_time,11:44 a.m.
3018,503,src,flightview
3019,503,flight,UA-3373-IAD-PHL
3020,503,sched_dep_time,8:29 a.m.
3021,503,act_dep_time,8:26 a.m.
3022,503,sched_arr_time,9:24 a.m.
3023,503,act_arr_time,9:13 a.m.
3024,504,src,flightview
3025,504,flight,AA-649-ORD-SNA
3026,504,sched_dep_time,1:30 p.m.
3027,504,act_dep_time,1:30 p.m.
3028,504,sched_arr_time,3:50 p.m.
3029,504,act_arr_time,3:50 p.m.
3030,505,src,flightview
3031,505,flight,CO-1250-MIA-IAH
3032,505,sched_dep_time,2:53 p.m.
3033,505,act_dep_time,3:01 p.m.
3034,505,sched_arr_time,4:48 p.m.
3035,505,act_arr_time,4:59 p.m.
3036,506,src,flightview
3037,506,flight,UA-6273-YYC-SFO
3038,506,sched_dep_time,7:35 a.m.
3039,506,act_dep_time,7:27 a.m.
3040,506,sched_arr_time,9:43 a.m.
3041,506,act_arr_time,8:45 a.m.
3042,507,src,flightview
3043,507,flight,UA-828-SFO-ORD
3044,507,sched_dep_time,11:08 p.m.
3045,507,act_dep_time,11:08 p.m.
3046,507,sched_arr_time,5:11 a.m.
3047,507,act_arr_time,5:11 a.m.
3048,508,src,flightview
3049,508,flight,CO-4888-IAH-DAL
3050,508,sched_dep_time,5:30 p.m.
3051,508,act_dep_time,5:30 p.m.
3052,508,sched_arr_time,6:40 p.m.
3053,508,act_arr_time,6:40 p.m.
3054,509,src,flightview
3055,509,flight,UA-858-PVG-SFO
3056,509,sched_dep_time,1:45 p.m.
3057,509,act_dep_time,1:32 p.m.
3058,509,sched_arr_time,8:27 a.m.
3059,509,act_arr_time,8:02 a.m.
3060,510,src,flightview
3061,510,flight,UA-2704-DTW-PHX
3062,510,sched_dep_time,11:15 a.m.
3063,510,act_dep_time,11:15 a.m.
3064,510,sched_arr_time,1:40 p.m.
3065,510,act_arr_time,2:00 p.m.
3066,511,src,flightview
3067,511,flight,AA-3063-SLC-LAX
3068,511,sched_dep_time,8:20 p.m.
3069,511,act_dep_time,8:39 p.m.
3070,511,sched_arr_time,9:20 p.m.
3071,511,act_arr_time,9:20 p.m.
3072,512,src,flightview
3073,512,flight,UA-2708-EWR-CLT
3074,512,sched_dep_time,2:55 p.m.
3075,512,act_dep_time,2:55 p.m.
3076,512,sched_arr_time,4:53 p.m.
3077,512,act_arr_time,4:44 p.m.
3078,513,src,flightview
3079,513,flight,UA-62-IAH-EWR
3080,513,sched_dep_time,2:30 p.m.
3081,513,act_dep_time,2:48 p.m.
3082,513,sched_arr_time,7:03 p.m.
3083,513,act_arr_time,7:10 p.m.
3084,514,src,flightview
3085,514,flight,UA-1500-IAH-GUA
3086,514,sched_dep_time,8:55 a.m.
3087,514,act_dep_time,9:16 a.m.
3088,514,sched_arr_time,11:45 a.m.
3089,514,act_arr_time,11:56 a.m.
3090,515,src,flightview
3091,515,flight,AA-3804-PHL-ORD
3092,515,sched_dep_time,2:35 p.m.
3093,515,act_dep_time,2:44 p.m.
3094,515,sched_arr_time,4:05 p.m.
3095,515,act_arr_time,3:43 p.m.
3096,516,src,flightview
3097,516,flight,AA-1917-JFK-MCO
3098,516,sched_dep_time,2:55 p.m.
3099,516,act_dep_time,3:27 p.m.
3100,516,sched_arr_time,5:55 p.m.
3101,516,act_arr_time,5:43 p.m.
3102,517,src,flightview
3103,517,flight,AA-2268-PHX-ORD
3104,517,sched_dep_time,7:15 a.m.
3105,517,act_dep_time,7:22 a.m.
3106,517,sched_arr_time,11:35 a.m.
3107,517,act_arr_time,11:06 a.m.
3108,518,src,flightview
3109,518,flight,AA-4277-CVG-JFK
3110,518,sched_dep_time,12:10 p.m.
3111,518,act_dep_time,12:10 p.m.
3112,518,sched_arr_time,2:15 p.m.
3113,518,act_arr_time,1:43 p.m.
3114,519,src,flightview
3115,519,flight,AA-2957-DFW-CVG
3116,519,sched_dep_time,7:55 a.m.
3117,519,act_dep_time,8:04 a.m.
3118,519,sched_arr_time,11:05 a.m.
3119,519,act_arr_time,11:01 a.m.
3120,520,src,flightview
3121,520,flight,UA-37-EDI-EWR
3122,520,sched_dep_time,9:05 a.m.
3123,520,act_dep_time,8:52 a.m.
3124,520,sched_arr_time,11:53 a.m.
3125,520,act_arr_time,12:09 p.m.
3126,521,src,flightview
3127,521,flight,AA-789-ORD-DEN
3128,521,sched_dep_time,1:05 p.m.
3129,521,act_dep_time,1:19 p.m.
3130,521,sched_arr_time,2:35 p.m.
3131,521,act_arr_time,3:13 p.m.
3132,522,src,flightview
3133,522,flight,AA-415-BOS-ORD
3134,522,sched_dep_time,8:35 a.m.
3135,522,act_dep_time,8:56 a.m.
3136,522,sched_arr_time,10:40 a.m.
3137,522,act_arr_time,10:16 a.m.
3138,523,src,flightview
3139,523,flight,AA-85-JFK-SFO
3140,523,sched_dep_time,3:05 p.m.
3141,523,act_dep_time,3:36 p.m.
3142,523,sched_arr_time,6:30 p.m.
3143,523,act_arr_time,6:43 p.m.
3144,524,src,flightview
3145,524,flight,AA-3979-CVG-ORD
3146,524,sched_dep_time,7:30 a.m.
3147,524,act_dep_time,8:04 a.m.
3148,524,sched_arr_time,8:00 a.m.
3149,524,act_arr_time,8:06 a.m.
3150,525,src,flightview
3151,525,flight,AA-1544-SAN-ORD
3152,525,sched_dep_time,11:25 a.m.
3153,525,act_dep_time,11:40 a.m.
3154,525,sched_arr_time,5:25 p.m.
3155,525,act_arr_time,4:56 p.m.
3156,526,src,flightview
3157,526,flight,AA-3786-IAH-ORD
3158,526,sched_dep_time,4:00 p.m.
3159,526,act_dep_time,4:12 p.m.
3160,526,sched_arr_time,6:40 p.m.
3161,526,act_arr_time,6:15 p.m.
3162,527,src,flightview
3163,527,flight,AA-271-MIA-LAX
3164,527,sched_dep_time,11:35 a.m.
3165,527,act_dep_time,11:52 a.m.
3166,527,sched_arr_time,2:25 p.m.
3167,527,act_arr_time,2:27 p.m.
3168,528,src,flightview
3169,528,flight,AA-2525-DFW-MIA
3170,528,sched_dep_time,7:25 a.m.
3171,528,act_dep_time,7:39 a.m.
3172,528,sched_arr_time,11:10 a.m.
3173,528,act_arr_time,11:06 a.m.
3174,529,src,flightview
3175,529,flight,CO-50-CLE-EWR
3176,529,sched_dep_time,2:55 p.m.
3177,529,act_dep_time,3:31 p.m.
3178,529,sched_arr_time,4:49 p.m.
3179,529,act_arr_time,5:26 p.m.
3180,530,src,flightview
3181,530,flight,UA-3099-PHX-PHL
3182,530,sched_dep_time,11:55 a.m.
3183,530,act_dep_time,11:55 a.m.
3184,530,sched_arr_time,6:17 p.m.
3185,530,act_arr_time,5:38 p.m.
3186,531,src,flightview
3187,531,flight,AA-4198-ORD-CLE
3188,531,sched_dep_time,10:40 a.m.
3189,531,act_dep_time,10:54 a.m.
3190,531,sched_arr_time,12:55 p.m.
3191,531,act_arr_time,12:50 p.m.
3192,532,src,flightview
3193,532,flight,AA-404-MIA-MCO
3194,532,sched_dep_time,6:45 a.m.
3195,532,act_dep_time,6:57 a.m.
3196,532,sched_arr_time,7:45 a.m.
3197,532,act_arr_time,7:40 a.m.
3198,533,src,flightview
3199,533,flight,CO-45-EWR-MIA
3200,533,sched_dep_time,4:00 p.m.
3201,533,act_dep_time,3:58 p.m.
3202,533,sched_arr_time,7:05 p.m.
3203,533,act_arr_time,6:36 p.m.
3204,534,src,flightview
3205,534,flight,AA-3809-PHX-LAX
3206,534,sched_dep_time,6:00 a.m.
3207,534,act_dep_time,6:10 a.m.
3208,534,sched_arr_time,6:40 a.m.
3209,534,act_arr_time,6:19 a.m.
3210,535,src,flightview
3211,535,flight,AA-59-JFK-SFO
3212,535,sched_dep_time,7:10 a.m.
3213,535,act_dep_time,7:39 a.m.
3214,535,sched_arr_time,10:45 a.m.
3215,535,act_arr_time,11:12 a.m.
3216,536,src,flightview
3217,536,flight,AA-222-LAX-BOS
3218,536,sched_dep_time,7:10 a.m.
3219,536,act_dep_time,7:31 a.m.
3220,536,sched_arr_time,3:30 p.m.
3221,536,act_arr_time,3:14 p.m.
3222,537,src,flightstats
3223,537,flight,AA-3859-IAH-ORD
3224,537,sched_dep_time,7:10 a.m.
3225,537,act_dep_time,7:16 a.m.
3226,537,sched_arr_time,9:40 a.m.
3227,537,act_arr_time,9:32 a.m.
3228,538,src,flightstats
3229,538,flight,CO-1586-IAH-MCO
3230,538,sched_dep_time,7:00 p.m.
3231,538,act_dep_time,7:14 p.m.
3232,538,sched_arr_time,10:15 p.m.
3233,538,act_arr_time,10:29 p.m.
3234,539,src,flightstats
3235,539,flight,AA-518-MIA-JFK
3236,539,sched_dep_time,6:40 a.m.
3237,539,act_dep_time,6:54 a.m.
3238,539,sched_arr_time,9:25 a.m.
3239,539,act_arr_time,9:28 a.m.
3240,540,src,flightstats
3241,540,flight,UA-397-JFK-SFO
3242,540,sched_dep_time,8:00 a.m.
3243,540,act_dep_time,8:29 a.m.
3244,540,sched_arr_time,11:55 a.m.
3245,540,act_arr_time,11:58 a.m.
3246,541,src,flightstats
3247,541,flight,UA-3925-IAD-ORF
3248,541,sched_dep_time,8:41 a.m.
3249,541,act_dep_time,8:42 a.m.
3250,541,sched_arr_time,9:54 a.m.
3251,541,act_arr_time,9:43 a.m.
3252,542,src,flightstats
3253,542,flight,AA-1733-ORD-PHX
3254,542,sched_dep_time,7:45 p.m.
3255,542,act_dep_time,7:58 p.m.
3256,542,sched_arr_time,10:30 p.m.
3257,542,act_arr_time,10:30 p.m.
3258,543,src,flightstats
3259,543,flight,AA-4344-ORD-DTW
3260,543,sched_dep_time,11:45 a.m.
3261,543,act_dep_time,12:13 p.m.
3262,543,sched_arr_time,2:00 p.m.
3263,543,act_arr_time,2:10 p.m.
3264,544,src,flightstats
3265,544,flight,AA-1640-MIA-MCO
3266,544,sched_dep_time,6:30 p.m.
3267,544,act_dep_time,6:30 p.m.
3268,544,sched_arr_time,7:25 p.m.
3269,544,act_arr_time,7:25 p.m.
3270,545,src,flightstats
3271,545,flight,UA-2830-MCO-CLT
3272,545,sched_dep_time,3:27 p.m.
3273,545,act_dep_time,3:27 p.m.
3274,545,sched_arr_time,5:05 p.m.
3275,545,act_arr_time,5:17 p.m.
3276,546,src,flightstats
3277,546,flight,CO-58-DEN-IAH
3278,546,sched_dep_time,11:25 a.m.
3279,546,act_dep_time,11:32 a.m.
3280,546,sched_arr_time,2:50 p.m.
3281,546,act_arr_time,3:31 p.m.
3282,547,src,flightstats
3283,547,flight,AA-204-LAX-MCO
3284,547,sched_dep_time,11:25 p.m.
3285,547,act_dep_time,11:25 p.m.
3286,547,sched_arr_time,6:55 a.m.
3287,547,act_arr_time,6:55 a.m.
3288,548,src,flightstats
3289,548,flight,UA-414-LAX-SFO
3290,548,sched_dep_time,6:00 a.m.
3291,548,act_dep_time,5:56 a.m.
3292,548,sched_arr_time,7:23 a.m.
3293,548,act_arr_time,7:17 a.m.
3294,549,src,flightstats
3295,549,flight,CO-1614-LAX-IAH
3296,549,sched_dep_time,12:30 a.m.
3297,549,act_dep_time,12:41 a.m.
3298,549,sched_arr_time,5:35 a.m.
3299,549,act_arr_time,5:26 a.m.
3300,550,src,flightstats
3301,550,flight,UA-2726-FLL-PHL
3302,550,sched_dep_time,4:00 p.m.
3303,550,act_dep_time,4:00 p.m.
3304,550,sched_arr_time,6:46 p.m.
3305,550,act_arr_time,6:28 p.m.
3306,551,src,flightstats
3307,551,flight,CO-52-IAH-LAX
3308,551,sched_dep_time,7:35 a.m.
3309,551,act_dep_time,7:29 a.m.
3310,551,sched_arr_time,9:21 a.m.
3311,551,act_arr_time,9:14 a.m.
3312,552,src,flightstats
3313,552,flight,CO-1090-BOS-IAH
3314,552,sched_dep_time,9:45 a.m.
3315,552,act_dep_time,10:19 a.m.
3316,552,sched_arr_time,1:16 p.m.
3317,552,act_arr_time,1:19 p.m.
3318,553,src,flightstats
3319,553,flight,AA-3468-CVG-MIA
3320,553,sched_dep_time,7:00 a.m.
3321,553,act_dep_time,7:25 a.m.
3322,553,sched_arr_time,9:55 a.m.
3323,553,act_arr_time,9:45 a.m.
3324,554,src,flightstats
3325,554,flight,UA-3515-IAD-MSP
3326,554,sched_dep_time,8:15 a.m.
3327,554,act_dep_time,8:12 a.m.
3328,554,sched_arr_time,10:06 a.m.
3329,554,act_arr_time,9:56 a.m.
3330,555,src,flightstats
3331,555,flight,AA-484-DFW-MIA
3332,555,sched_dep_time,4:15 p.m.
3333,555,act_dep_time,4:29 p.m.
3334,555,sched_arr_time,7:55 p.m.
3335,555,act_arr_time,7:39 p.m.
3336,556,src,flightstats
3337,556,flight,AA-616-DFW-DTW
3338,556,sched_dep_time,9:05 a.m.
3339,556,act_dep_time,10:10 a.m.
3340,556,sched_arr_time,12:35 p.m.
3341,556,act_arr_time,1:27 p.m.
3342,557,src,flightstats
3343,557,flight,CO-62-IAH-EWR
3344,557,sched_dep_time,2:30 p.m.
3345,557,act_dep_time,2:48 p.m.
