ounces,abv,brewery_id,brewery_name,city,state,Label
16.0 oz. Alumi-Tek,0.065,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.07%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.065,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.05,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.09,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.055,10,Brewery Vivant,Grand Rapids,MI,
16.0 OZ.,0.059,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.07%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.04%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.08%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.065,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz. Silo Can,0.06%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.061,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.063,10,Brewery Vivant,Grand Rapids MI,,
16.0 oz,0.06%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.099,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.051,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.062,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.062,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.053,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.063,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.064,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.07%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.07%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.067,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.05,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.06,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.065,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.05%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.063,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz. Alumi-Tek,0.093,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.073,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.06%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.093,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.065,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.05%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.09%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.082,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.098,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.06%,10,Brewery Vivant,Grand Rapids,MI,
16.0 OZ.,0.10%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.095,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.09%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.065,10,Brewery Vivant,Grand Rapids,MI,
16.0 ounce,0.099,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.062,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.09,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.092,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.097,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz. Alumi-Tek,0.085,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.06%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz.,0.06%,10,Brewery Vivant,Grand Rapids,MI,
16.0 oz,0.065,10,Brewery Vivant,Grand Rapids,MI,
12.0 oz.,,467,Brindle Dog Brewing Company,Tampa Bay,FL,
12.0 oz.,,467,Brindle Dog Brewing Company,Tampa Bay FL,,
16.0 oz,0.061,89,Broad Brook Brewing LLC,East Windsor,CT,
12.0 oz.,0.05,493,Broken Tooth Brewing Company,Anchorage,AK,
12.0 oz. Alumi-Tek,0.052,493,Broken Tooth Brewing Company,Anchorage,AK,
12.0 oz.,0.05%,493,Broken Tooth Brewing Company,Anchorage,AK,
12.0 oz.,0.061,493,Broken Tooth Brewing Company,Anchorage,AK,
16.0 oz,0.07%,437,Brooklyn Brewery,Brooklyn,NY,
12.0 ounce,0.045,437,Brooklyn Brewery,Brooklyn,NY,
12.0 oz.,0.068,437,Brooklyn Brewery,Brooklyn,NY,
12.0 OZ.,0.045,437,Brooklyn Brewery,Brooklyn,NY,
16.0 oz.,0.052,437,Brooklyn Brewery,Brooklyn NY,,
12.0 oz. Alumi-Tek,0.05%,437,Brooklyn Brewery,Brooklyn,NY,
16.0 oz,0.08%,530,Buckbean Brewing Company,Reno,NV,
16.0 oz. Alumi-Tek,,530,Buckbean Brewing Company,Reno,NV,
16.0 oz.,0.073,530,Buckbean Brewing Company,Reno,NV,
16.0 oz,0.099,530,Buckbean Brewing Company,Reno NV,,
16.0 oz,0.06%,530,Buckbean Brewing Company,Reno,NV,
16.0 oz.,0.06%,530,Buckbean Brewing Company,Reno,NV,
16.0 oz.,0.052,530,Buckbean Brewing Company,Reno,NV,
16.0 ounce,0.05%,357,Buckeye Brewing,Cleveland,OH,
12.0 oz.,0.05%,56,BuckleDown Brewing,Lyons,IL,
12.0 oz.,0.06,214,Buffalo Bayou Brewing Company,Houston TX,,
12.0 oz,0.06,214,Buffalo Bayou Brewing Company,Houston,TX,
16.0 ounce,0.09,214,Buffalo Bayou Brewing Company,Houston,TX,
16.0 OZ.,0.07%,24,Burn 'Em Brewing,Michigan City,IN,
16.0 oz,0.068,24,Burn 'Em Brewing,Michigan City,IN,
24.0 oz.,0.078,24,Burn 'Em Brewing,Michigan City,IN,
12.0 oz,0.055,24,Burn 'Em Brewing,Michigan City,IN,
12.0 ounce,0.099,24,Burn 'Em Brewing,Michigan City,IN,
12.0 oz.,0.06,24,Burn 'Em Brewing,Michigan City,IN,
16.0 oz.,0.065,24,Burn 'Em Brewing,Michigan City,IN,
16.0 ounce,0.07%,24,Burn 'Em Brewing,Michigan City,IN,
16.0 oz,0.072,24,Burn 'Em Brewing,Michigan City,IN,
16.0 oz,0.068,24,Burn 'Em Brewing,Michigan City,IN,
16.0 oz,0.055,24,Burn 'Em Brewing,Michigan City,IN,
12.0 oz,0.05,197,Burnside Brewing Co.,Portland,OR,
12.0 ounce,0.056,517,Butcher's Brewing,Carlsbad,CA,
12.0 ounce,0.05%,556,Butternuts Beer and Ale,Garrattsville,NY,
12.0 oz.,0.068,556,Butternuts Beer and Ale,Garrattsville,NY,
12.0 oz,0.049,556,Butternuts Beer and Ale,Garrattsville,NY,
12.0 ounce,0.04%,556,Butternuts Beer and Ale,Garrattsville,NY,
12.0 ounce,0.093,5,COAST Brewing Company,Charleston,SC,
12.0 oz. Alumi-Tek,0.062,5,COAST Brewing Company,Charleston,SC,
12.0 oz.,0.06,5,COAST Brewing Company,Charleston,SC,
16.0 oz.,0.048,5,COAST Brewing Company,Charleston,SC,
16.0 oz.,0.077,5,COAST Brewing Company,Charleston,SC,
16.0 oz.,0.097,5,COAST Brewing Company,Charleston,SC,
16.0 ounce,0.052,182,COOP Ale Works,Oklahoma City,OK,
16.0 oz,0.053,182,COOP Ale Works,Oklahoma City,OK,
16.0 oz.,0.063,182,COOP Ale Works,Oklahoma City OK,,
16.0 oz,0.07%,182,COOP Ale Works,Oklahoma City,OK,
16.0 OZ.,0.063,182,COOP Ale Works,Oklahoma City,OK,
16.0 ounce,0.053,182,COOP Ale Works,Oklahoma City,OK,
12.0 ounce,0.07%,155,Caldera Brewing Company,Ashland,OR,
12.0 ounce,0.06,155,Caldera Brewing Company,Ashland,OR,
12.0 oz.,0.06%,155,Caldera Brewing Company,Ashland,OR,
12.0 oz,0.039,155,Caldera Brewing Company,Ashland,OR,
12.0 ounce,0.054,155,Caldera Brewing Company,Ashland OR,,
12.0 oz,0.061,155,Caldera Brewing Company,Ashland,OR,
12.0 OZ.,0.06%,155,Caldera Brewing Company,Ashland,OR,
12.0 oz,0.06%,155,Caldera Brewing Company,Ashland,OR,
12.0 ounce,0.056,155,Caldera Brewing Company,Ashland,OR,
12.0 oz.,0.056,155,Caldera Brewing Company,Ashland,OR,
12.0 ounce,0.056,155,Caldera Brewing Company,Ashland,OR,
12.0 oz.,0.056,155,Caldera Brewing Company,Ashland,OR,
12.0 oz. Alumi-Tek,0.054,155,Caldera Brewing Company,Ashland,OR,
12.0 oz,0.061,155,Caldera Brewing Company,Ashland,OR,
12.0 oz.,0.05,178,Cambridge Brewing Company,Cambridge MA,,
12.0 oz.,0.07%,178,Cambridge Brewing Company,Cambridge,MA,
12.0 oz,,497,Cans Bar and Canteen,Charlotte,NC,
12.0 ounce,,497,Cans Bar and Canteen,Charlotte,NC,
12.0 oz. Alumi-Tek,,497,Cans Bar and Canteen,Charlotte,NC,
12.0 oz.,,497,Cans Bar and Canteen,Charlotte,NC,
16.0 oz.,0.099,230,Cape Ann Brewing Company,Gloucester,MA,
16.0 oz.,0.09,230,Cape Ann Brewing Company,Gloucester,MA,
12.0 oz,0.06%,230,Cape Ann Brewing Company,Gloucester,MA,
12.0 oz.,0.054,230,Cape Ann Brewing Company,Gloucester,MA,
12.0 ounce,0.06%,230,Cape Ann Brewing Company,Gloucester MA,,
16.0 oz.,0.055,267,Cape Cod Beer,Hyannis,MA,
16.0 oz.,0.05%,267,Cape Cod Beer,Hyannis,MA,
12.0 oz,0.065,192,Capital Brewery,Middleton,WI,
12.0 ounce,0.052,192,Capital Brewery,Middleton,WI,
12.0 oz.,0.05%,192,Capital Brewery,Middleton,WI,
12.0 ounce,0.056,192,Capital Brewery,Middleton,WI,
16.0 OZ.,0.046,192,Capital Brewery,Middleton,WI,
12.0 oz.,0.062,192,Capital Brewery,Middleton,WI,
12.0 ounce,0.05%,192,Capital Brewery,Middleton,WI,
12.0 oz.,0.04%,192,Capital Brewery,Middleton,WI,
12.0 ounce,0.052,192,Capital Brewery,Middleton,WI,
12.0 ounce,0.05,192,Capital Brewery,Middleton,WI,
12.0 ounce,,192,Capital Brewery,Middleton,WI,
12.0 ounce,0.04,504,Carolina Beer & Beverage,Mooresville NC,,
12.0 ounce,0.05%,504,Carolina Beer & Beverage,Mooresville NC,,
12.0 oz,0.035,504,Carolina Beer & Beverage,Mooresville,NC,
16.0 oz,0.059,179,Carolina Brewery,Pittsboro,NC,
12.0 oz.,0.06%,179,Carolina Brewery,Pittsboro,NC,
12.0 oz.,0.051,179,Carolina Brewery,Pittsboro,NC,
16.0 oz.,0.099,222,Carton Brewing Company,Atlantic Highlands,NJ,
16.0 ounce,0.039,222,Carton Brewing Company,Atlantic Highlands,NJ,
16.0 oz,0.078,222,Carton Brewing Company,Atlantic Highlands NJ,,
12.0 oz.,0.042,222,Carton Brewing Company,Atlantic Highlands,NJ,
16.0 oz.,0.069,404,Cascadia Ciderworks United,Portland,OR,
16.0 oz,0.069,404,Cascadia Ciderworks United,Portland,OR,
12.0 oz,0.056,331,Catawba Brewing Company,Morganton,NC,
12.0 ounce,0.052,331,Catawba Brewing Company,Morganton,NC,
12.0 oz.,0.047,331,Catawba Brewing Company,Morganton,NC,
12.0 oz. Alumi-Tek,0.07,331,Catawba Brewing Company,Morganton,NC,
12.0 OZ.,0.047,331,Catawba Brewing Company,Morganton,NC,
12.0 oz.,0.052,331,Catawba Brewing Company,Morganton,NC,
12.0 oz.,0.056,331,Catawba Brewing Company,Morganton,NC,
16.0 ounce,0.048,285,Catawba Island Brewing,Port Clinton,OH,
16.0 OZ.,0.078,285,Catawba Island Brewing,Port Clinton,OH,
12.0 oz,0.06%,96,Catawba Valley Brewing Company,Morganton,NC,
12.0 oz,0.054,96,Catawba Valley Brewing Company,Morganton,NC,
16.0 oz.,0.085,29,Cedar Creek Brewery,Seven Points,TX,
16.0 oz.,,29,Cedar Creek Brewery,Seven Points,TX,
16.0 oz,0.07%,29,Cedar Creek Brewery,Seven Points,TX,
16.0 oz.,0.05%,29,Cedar Creek Brewery,Seven Points,TX,
16.0 oz,0.05%,29,Cedar Creek Brewery,Seven Points,TX,
16.0 oz.,0.05,29,Cedar Creek Brewery,Seven Points,TX,
12.0 ounce,0.05%,452,Centennial Beer Company,Edwards,CO,
12.0 oz,0.05,452,Centennial Beer Company,Edwards CO,,
12.0 ounce,0.05,122,Center of the Universe Brewing C...,Ashland,VA,
12.0 oz. Alumi-Tek,0.045,122,Center of the Universe Brewing C...,Ashland,VA,
12.0 ounce,0.05,122,Center of the Universe Brewing C...,Ashland,VA,
12.0 OZ.,0.052,122,Center of the Universe Brewing C...,Ashland,VA,
16.0 oz,0.051,350,Central Coast Brewing Company,San Luis Obispo,CA,
16.0 oz.,0.072,350,Central Coast Brewing Company,San Luis Obispo CA,,
16.0 oz.,0.095,350,Central Coast Brewing Company,San Luis Obispo,CA,
16.0 oz,0.075,350,Central Coast Brewing Company,San Luis Obispo,CA,
24.0 oz,0.07,236,Champion Brewing Company,Charlottesville,VA,
12.0 OZ.,0.06,236,Champion Brewing Company,Charlottesville,VA,
12.0 oz,0.05,236,Champion Brewing Company,Charlottesville,VA,
12.0 oz,0.07%,236,Champion Brewing Company,Charlottesville VA,,
16.0 oz. Alumi-Tek,0.045,250,Chapman's Brewing,Angola,IN,
16.0 oz. Alumi-Tek,0.065,250,Chapman's Brewing,Angola,IN,
16.0 oz.,0.055,250,Chapman's Brewing,Angola,IN,
16.0 oz.,0.05%,250,Chapman's Brewing,Angola IN,,
16.0 ounce,0.08%,226,Chatham Brewing,Chatham,NY,
16.0 ounce,0.055,226,Chatham Brewing,Chatham,NY,
16.0 oz,0.06%,121,Cheboygan Brewing Company,Cheboygan,MI,
16.0 oz.,0.06%,121,Cheboygan Brewing Company,Cheboygan,MI,
16.0 ounce,0.052,121,Cheboygan Brewing Company,Cheboygan,MI,
12.0 oz.,0.089,99,Christian Moerlein Brewing Company,Cincinnati,OH,
12.0 oz,0.049,526,Churchkey Can Company,Seattle,WA,
12.0 oz.,0.05,425,Ciderboys,Stevens Point,WI,
12.0 ounce,0.05%,425,Ciderboys,Stevens Point,WI,
12.0 oz.,0.055,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz,0.062,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz.,0.082,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz,0.055,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz.,0.055,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz.,0.06,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz. Alumi-Tek,0.045,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz. Silo Can,0.07,141,Cigar City Brewing Company,Tampa,FL,
12.0 ounce,0.07,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz. Alumi-Tek,0.063,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz.,0.07%,141,Cigar City Brewing Company,Tampa,FL,
12.0 ounce,0.07,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz.,0.07,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz.,0.055,141,Cigar City Brewing Company,Tampa,FL,
16.0 oz,0.052,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz,0.075,141,Cigar City Brewing Company,Tampa,FL,
12.0 ounce,0.075,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz,0.08,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz,0.05%,141,Cigar City Brewing Company,Tampa,FL,
12.0 ounce,0.055,141,Cigar City Brewing Company,Tampa FL,,
12.0 oz,0.06%,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz.,0.05%,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz,0.07%,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz,0.075,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz. Alumi-Tek,0.05%,141,Cigar City Brewing Company,Tampa,FL,
12.0 oz.,0.048,145,Cisco Brewers,Nantucket,MA,
12.0 oz,0.06,145,Cisco Brewers,Nantucket,MA,
12.0 oz.,0.045,145,Cisco Brewers,Nantucket,MA,
12.0 oz.,0.06%,145,Cisco Brewers,Nantucket,MA,
12.0 oz,0.065,145,Cisco Brewers,Nantucket,MA,
12.0 oz.,0.04%,145,Cisco Brewers,Nantucket,MA,
12.0 oz.,0.06%,145,Cisco Brewers,Nantucket,MA,
16.0 oz.,0.067,320,Claremont Craft Ales,Claremont,CA,
12.0 oz,0.06%,418,Coalition Brewing Company,Portland,OR,
16.0 oz,0.044,418,Coalition Brewing Company,Portland,OR,
12.0 oz,0.047,415,Coastal Empire Beer Company,Savannah,GA,
12.0 ounce,0.062,415,Coastal Empire Beer Company,Savannah,GA,
12.0 ounce,0.046,101,Coastal Extreme Brewing Company,Newport,RI,
12.0 ounce,0.065,101,Coastal Extreme Brewing Company,Newport,RI,
12.0 oz.,0.052,101,Coastal Extreme Brewing Company,Newport,RI,
12.0 oz,0.052,101,Coastal Extreme Brewing Company,Newport,RI,
16.0 OZ.,0.058,232,College Street Brewhouse and Pub,Lake Havasu City,AZ,
16.0 ounce,0.068,482,Confluence Brewing Company,Des Moines,IA,
16.0 ounce,0.048,482,Confluence Brewing Company,Des Moines,IA,
16.0 oz.,0.056,482,Confluence Brewing Company,Des Moines IA,,
12.0 oz.,0.05,139,Core Brewing & Distilling Company,Springdale,AR,
12.0 oz,0.052,139,Core Brewing & Distilling Company,Springdale,AR,
12.0 ounce,0.057,139,Core Brewing & Distilling Company,Springdale,AR,
12.0 oz.,0.061,139,Core Brewing & Distilling Company,Springdale AR,,
12.0 oz,0.038,512,Cottrell Brewing,Pawcatuck,CT,
12.0 ounce,0.05%,553,Covington Brewhouse,Covington,LA,
16.0 oz.,0.05%,515,Crabtree Brewing Company,Greeley,CO,
16.0 oz,0.08%,515,Crabtree Brewing Company,Greeley,CO,
16.0 oz.,0.077,515,Crabtree Brewing Company,Greeley,CO,
12.0 OZ.,0.06,63,Crazy Mountain Brewing Company,Edwards,CO,
12.0 oz,0.08%,63,Crazy Mountain Brewing Company,Edwards,CO,
12.0 oz. Alumi-Tek,0.059,63,Crazy Mountain Brewing Company,Edwards,CO,
12.0 oz.,,63,Crazy Mountain Brewing Company,Edwards,CO,
12.0 ounce,,63,Crazy Mountain Brewing Company,Edwards,CO,
12.0 oz.,0.052,63,Crazy Mountain Brewing Company,Edwards,CO,
12.0 ounce,0.06,63,Crazy Mountain Brewing Company,Edwards,CO,
12.0 ounce,0.052,63,Crazy Mountain Brewing Company,Edwards,CO,
12.0 oz.,0.065,247,Creature Comforts,Athens,GA,
12.0 ounce,0.05%,247,Creature Comforts,Athens,GA,
12.0 oz.,0.05%,169,Crooked Fence Brewing Company,Garden City,ID,
12.0 oz.,0.06%,169,Crooked Fence Brewing Company,Garden City,ID,
12.0 oz,0.056,169,Crooked Fence Brewing Company,Garden City,ID,
12.0 OZ.,0.065,212,Crow Peak Brewing Company,Spearfish,SD,
12.0 oz,0.066,212,Crow Peak Brewing Company,Spearfish,SD,
12.0 oz.,0.06%,212,Crow Peak Brewing Company,Spearfish,SD,
12.0 oz,0.045,212,Crow Peak Brewing Company,Spearfish,SD,
12.0 ounce,0.06%,212,Crow Peak Brewing Company,Spearfish,SD,
12.0 oz,0.069,212,Crow Peak Brewing Company,Spearfish,SD,
12.0 oz.,0.06,212,Crow Peak Brewing Company,Spearfish,SD,
16.0 oz.,0.06%,472,Crystal Springs Brewing Company,Boulder,CO,
16.0 oz,0.052,472,Crystal Springs Brewing Company,Boulder,CO,
16.0 oz,0.05%,315,Cutters Brewing Company,Avon,IN,
16.0 oz.,0.054,315,Cutters Brewing Company,Avon,IN,
16.0 oz,0.08,315,Cutters Brewing Company,Avon,IN,
16.0 oz.,0.063,315,Cutters Brewing Company,Avon,IN,
12.0 oz,0.05%,323,D.L. Geary Brewing Company,Portland,ME,
12.0 oz. Alumi-Tek,0.06%,323,D.L. Geary Brewing Company,Portland,ME,
12.0 oz,0.08,227,DC Brau Brewing Company,Washington,DC,
12.0 oz,0.05%,227,DC Brau Brewing Company,Washington,DC,
12.0 oz,0.053,227,DC Brau Brewing Company,Washington,DC,
12.0 oz.,0.055,227,DC Brau Brewing Company,Washington,DC,
12.0 oz.,0.092,227,DC Brau Brewing Company,Washington,DC,
12.0 oz.,0.07%,227,DC Brau Brewing Company,Washington,DC,
12.0 ounce,0.07,227,DC Brau Brewing Company,Washington,DC,
12.0 oz,0.06,227,DC Brau Brewing Company,Washington,DC,
16.0 oz.,0.07%,451,Dad & Dude's Breweria,Aurora,CO,
16.0 ounce,0.07%,451,Dad & Dude's Breweria,Aurora,CO,
16.0 ounce,0.07%,358,Daredevil Brewing Company,Shelbyville,IN,
12.0 oz.,0.055,554,Dave's Brewfarm,Wilson,WI,
12.0 oz,0.05,333,David's Ale Works,Diamond Springs,CA,
12.0 oz,0.05,333,David's Ale Works,Diamond Springs,CA,
12.0 ounce,0.06%,330,Dead Armadillo Craft Brewing,Tulsa,OK,
12.0 ounce,0.06%,127,Deep Ellum Brewing Company,Dallas,TX,
12.0 oz.,0.08%,127,Deep Ellum Brewing Company,Dallas,TX,
12.0 oz,0.085,127,Deep Ellum Brewing Company,Dallas,TX,
12.0 oz,0.06%,127,Deep Ellum Brewing Company,Dallas,TX,
12.0 oz.,0.07,127,Deep Ellum Brewing Company,Dallas,TX,
16.0 oz,0.048,127,Deep Ellum Brewing Company,Dallas,TX,
12.0 oz.,0.046,127,Deep Ellum Brewing Company,Dallas,TX,
12.0 oz.,0.05%,127,Deep Ellum Brewing Company,Dallas,TX,
12.0 oz,0.07,127,Deep Ellum Brewing Company,Dallas,TX,
12.0 oz,0.045,283,Defiance Brewing Company,Hays,KS,
12.0 oz,0.05,283,Defiance Brewing Company,Hays,KS,
12.0 ounce,0.059,453,Denali Brewing Company,Talkeetna,AK,
12.0 oz.,0.056,453,Denali Brewing Company,Talkeetna,AK,
12.0 oz,0.065,453,Denali Brewing Company,Talkeetna,AK,
12.0 oz,0.058,453,Denali Brewing Company,Talkeetna,AK,
12.0 oz,0.07,263,Denver Beer Company,Denver,CO,
12.0 oz.,0.05%,263,Denver Beer Company,Denver,CO,
12.0 oz.,0.05%,454,Deschutes Brewery,Bend,OR,
12.0 oz,0.05%,57,Destihl Brewery,Bloomington,IL,
12.0 OZ.,0.05%,57,Destihl Brewery,Bloomington,IL,
12.0 ounce,0.06%,57,Destihl Brewery,Bloomington IL,,
12.0 OZ.,0.05,57,Destihl Brewery,Bloomington IL,,
12.0 oz.,0.05%,57,Destihl Brewery,Bloomington,IL,
12.0 oz.,0.096,57,Destihl Brewery,Bloomington,IL,
12.0 ounce,0.05%,57,Destihl Brewery,Bloomington,IL,
12.0 oz.,0.04%,237,Devil's Backbone Brewing Company,Lexington,VA,
12.0 OZ.,0.052,237,Devil's Backbone Brewing Company,Lexington,VA,
16.0 oz.,0.05%,491,Devil's Canyon Brewery,Belmont,CA,
16.0 OZ.,,491,Devil's Canyon Brewery,Belmont CA,,
16.0 oz,0.071,491,Devil's Canyon Brewery,Belmont,CA,
16.0 oz,0.074,491,Devil's Canyon Brewery,Belmont,CA,
12.0 oz.,0.05%,319,Dick's Brewing Company,Centralia,WA,
16.0 ounce,0.07%,311,Dirty Bucket Brewing Company,Woodinville,WA,
12.0 OZ.,,488,Dock Street Brewery,Philadelphia,PA,
16.0 oz. Alumi-Tek,,531,Dolores River Brewery,Dolores,CO,
16.0 oz.,,531,Dolores River Brewery,Dolores,CO,
16.0 ounce,,531,Dolores River Brewery,Dolores,CO,
16.0 oz,,531,Dolores River Brewery,Dolores,CO,
16.0 ounce,,531,Dolores River Brewery,Dolores,CO,
16.0 oz,,531,Dolores River Brewery,Dolores,CO,
12.0 oz,0.049,446,Downeast Cider House,Leominster,MA,
12.0 oz,0.051,446,Downeast Cider House,Leominster,MA,
12.0 OZ.,0.07%,496,Dry Dock Brewing Company,Aurora,CO,
12.0 ounce,0.051,496,Dry Dock Brewing Company,Aurora,CO,
12.0 oz,0.043,496,Dry Dock Brewing Company,Aurora,CO,
12.0 ounce,0.06%,496,Dry Dock Brewing Company,Aurora,CO,
12.0 ounce,0.06%,340,Due South Brewing Company,Boynton Beach,FL,
12.0 oz.,0.05%,538,Dundee Brewing Company,Rochester,NY,
16.0 ounce,0.05,369,Eddyline Brewery & Restaurant,Buena Vista,CO,
16.0 ounce,0.078,369,Eddyline Brewery & Restaurant,Buena Vista,CO,
16.0 OZ.,0.06,369,Eddyline Brewery & Restaurant,Buena Vista,CO,
16.0 oz.,0.05,369,Eddyline Brewery & Restaurant,Buena Vista,CO,
16.0 ounce,0.055,369,Eddyline Brewery & Restaurant,Buena Vista,CO,
16.0 ounce,0.045,369,Eddyline Brewery & Restaurant,Buena Vista,CO,
16.0 oz,0.078,369,Eddyline Brewery & Restaurant,Buena Vista,CO,
16.0 oz.,0.06%,352,Elevator Brewing Company,Columbus,OH,
16.0 oz. Silo Can,0.049,516,Emerald City Beer Company,Seattle,WA,
12.0 ounce,0.07,465,Engine 15 Brewing,Jacksonville Beach,FL,
16.0 ounce,0.05%,473,Engine House 9,Tacoma,WA,
12.0 oz. Alumi-Tek,0.052,81,Epic Brewing,Denver,CO,
12.0 oz,0.052,81,Epic Brewing,Denver,CO,
12.0 oz.,0.05%,81,Epic Brewing,Denver,CO,
12.0 oz.,0.062,81,Epic Brewing,Denver,CO,
12.0 ounce,0.04%,170,Everybody's Brewing,White Salmon,WA,
12.0 oz.,0.062,170,Everybody's Brewing,White Salmon,WA,
16.0 ounce,0.05%,26,Evil Czech Brewery,Mishawaka,IN,
16.0 ounce,0.07%,26,Evil Czech Brewery,Mishawaka,IN,
16.0 oz.,0.051,26,Evil Czech Brewery,Mishawaka,IN,
16.0 oz.,0.052,26,Evil Czech Brewery,Mishawaka,IN,
16.0 oz,0.048,26,Evil Czech Brewery,Mishawaka,IN,
16.0 oz,0.054,26,Evil Czech Brewery,Mishawaka,IN,
12.0 oz,0.04%,173,Evil Twin Brewing,Brooklyn,NY,
16.0 oz.,0.085,173,Evil Twin Brewing,Brooklyn,NY,
12.0 oz.,0.055,173,Evil Twin Brewing,Brooklyn,NY,
12.0 oz,0.03%,173,Evil Twin Brewing,Brooklyn,NY,
12.0 oz.,0.06%,173,Evil Twin Brewing,Brooklyn,NY,
12.0 oz.,0.05,335,Fargo Brewing Company,Fargo,ND,
12.0 oz.,0.045,335,Fargo Brewing Company,Fargo,ND,
12.0 oz,0.067,335,Fargo Brewing Company,Fargo,ND,
12.0 oz,0.06%,224,Fat Head's Brewery,Middleburg Heights,OH,
16.0 oz.,0.07,224,Fat Head's Brewery,Middleburg Heights,OH,
16.0 oz,0.07,405,Fate Brewing Company,Boulder,CO,
16.0 oz.,0.05%,405,Fate Brewing Company,Boulder,CO,
16.0 oz.,0.05,405,Fate Brewing Company,Boulder,CO,
16.0 oz,0.05,405,Fate Brewing Company,Boulder CO,,
16.0 ounce,0.07%,405,Fate Brewing Company,Boulder,CO,
16.0 ounce,0.08%,201,Fearless Brewing Company,Estacada,OR,
16.0 oz.,0.046,201,Fearless Brewing Company,Estacada,OR,
16.0 OZ.,0.051,201,Fearless Brewing Company,Estacada,OR,
16.0 OZ.,0.075,201,Fearless Brewing Company,Estacada,OR,
16.0 oz,0.069,201,Fearless Brewing Company,Estacada,OR,
16.0 ounce,0.05,201,Fearless Brewing Company,Estacada,OR,
12.0 oz.,0.081,172,Fiddlehead Brewing Company,Shelburne,VT,
